SYMBOL,CompanyName,compId,compFormat,linkId
MALWACOTT,Malwa Cotton Spg,623,malwa-cotton-spg,malwa-cotton-spg-623
WALCHANDPEOPLE,Walchand People,625,walchand-people,walchand-people-625
BOMBAYOXYGEN,Bombay Oxygen,626,bombay-oxygen,bombay-oxygen-626
APRAYON,APR,627,apr,apr-627
SKYLINEMILLARS,Skyline Millars,628,skyline-millars,skyline-millars-628
ALEMBICLTD,Alembic,632,alembic,alembic-632
ALKYLAMINE,Alkyl Amines,633,alkyl-amines,alkyl-amines-633
AMINESPLAST,Amines & Plast.,635,amines-plast,amines-plast-635
APOLLOHOSP,Apollo Hospitals,636,apollo-hospitals,apollo-hospitals-636
ARLABS,Arlabs,637,arlabs,arlabs-637
AMFORGEIND,Amforge Inds.,638,amforge-inds,amforge-inds-638
AUTOPRODINDIA,Auto.Prod.India,639,auto-prod-india,auto-prod-india-639
BHAGWATIAUTO,Bhagwati Auto,640,bhagwati-auto,bhagwati-auto-640
BINDALAGRO,Oswal Green Tech,641,oswal-green-tech,oswal-green-tech-641
BRITISHINDIAST,British India St,643,british-india-st,british-india-st-643
CIMMCO,Cimmco,644,cimmco,cimmco-644
DELTONCABLES,Delton Cables,650,delton-cables,delton-cables-650
DYNAMATECH,Dynamatic Tech.,651,dynamatic-tech,dynamatic-tech-651
EMPIREINDS,Empire Inds.,653,empire-inds,empire-inds-653
GARWAREMARINE,Garware Marine,654,garware-marine,garware-marine-654
GLOBOFFS,Global Offshore,655,global-offshore,global-offshore-655
GODFRYPHLP,Godfrey Phillips,657,godfrey-phillips,godfrey-phillips-657
GRAUERWEIL,Grauer & Weil,658,grauer-weil,grauer-weil-658
HBLEASINGFIN,HB Leasing &Fin.,662,hb-leasing-fin,hb-leasing-fin-662
NIPPOBATRY,Indo National,667,indo-national,indo-national-667
JKCOTTON,J.K. Cotton,668,j-k-cotton,j-k-cotton-668
NSIL,Nalwa Sons Invst,670,nalwa-sons-invst,nalwa-sons-invst-670
KABRAAGROINDS,Kabra Agro Inds.,671,kabra-agro-inds,kabra-agro-inds-671
JBFIND,JBF Inds.,672,jbf-inds,jbf-inds-672
INFORMEDTECHN,Informed Techn.,674,informed-techn,informed-techn-674
LAKSELECON,Lak. Electrical,676,lak-electrical,lak-electrical-676
LYKALABS,Lyka Labs,677,lyka-labs,lyka-labs-677
MADRASMFIN,Madras Motor Fin,680,madras-motor-fin,madras-motor-fin-680
MAJESAUTO,Majestic Auto,681,majestic-auto,majestic-auto-681
MODERNDENM,Modern Denim,683,modern-denim,modern-denim-683
MULLERPHIPPS,Muller & Phipps,684,muller-phipps,muller-phipps-684
NRC,NRC,688,nrc,nrc-688
NESCO,NESCO,690,nesco,nesco-690
MARATHON,Marathon Nextgen,695,marathon-nextgen,marathon-nextgen-695
PLFINANCEIN,P L Finance & In,696,p-l-finance-in,p-l-finance-in-696
PSMSPGMILL,Priyadarshini,697,priyadarshini,priyadarshini-697
RSWM,RSWM Ltd,700,rswm-ltd,rswm-ltd-700
RENOWNEDAUTO,Renowned Auto,701,renowned-auto,renowned-auto-701
RICOAUTO,Rico Auto Inds,702,rico-auto-inds,rico-auto-inds-702
MOTOROLSPECOIL,Motorol Spec Oil,703,motorol-spec-oil,motorol-spec-oil-703
RUCHISOYA,Ruchi Soya Inds.,704,ruchi-soya-inds,ruchi-soya-inds-704
DUROPLYINDUST,Duroply Indust.,706,duroply-indust,duroply-indust-706
SAFARI,Safari Inds.,710,safari-inds,safari-inds-710
SIMPLEXREALTY,Simplex Realty,711,simplex-realty,simplex-realty-711
SMDYECHEM,SM Dyechem,713,sm-dyechem,sm-dyechem-713
TUNGABHADRAINDS,Tungabhadra Inds,719,tungabhadra-inds,tungabhadra-inds-719
VIPIND,V I P Inds.,720,v-i-p-inds,v-i-p-inds-720
USHAMICROCON,Usha Micro. Con.,721,usha-micro-con,usha-micro-con-721
VINDHYATEL,Vindhya Telelink,722,vindhya-telelink,vindhya-telelink-722
WELCASTSTEELS,Welcast Steels,723,welcast-steels,welcast-steels-723
VCCL,VCCL,725,vccl,vccl-725
ANDREWYULE,Andrew Yule & Co,726,andrew-yule-co,andrew-yule-co-726
ASSAMBROOK,Assambrook,731,assambrook,assambrook-731
BALMLAWRIE,Balmer Lawrie,732,balmer-lawrie,balmer-lawrie-732
DVL,Dhunseri Vent.,737,dhunseri-vent,dhunseri-vent-737
KANORICHEM,Kanoria Chem.,743,kanoria-chem,kanoria-chem-743
WILLAMAGOR,Williamson Magor,745,williamson-magor,williamson-magor-745
WILLIAMSONFIN,Williamson Fin.,746,williamson-fin,williamson-fin-746
MONOTYPEINDIA,Monotype India,748,monotype-india,monotype-india-748
MBECL,McNally Bharat,751,mcnally-bharat,mcnally-bharat-751
NATIONALSTANDAR,National Standar,753,national-standar,national-standar-753
OCCL,Oriental Carbon,755,oriental-carbon,oriental-carbon-755
STEWARTSLLOYD,Stewarts & Lloyd,761,stewarts-lloyd,stewarts-lloyd-761
STONEINDIA,Stone India,762,stone-india,stone-india-762
TRIVENSHET,Triveni Glass,764,triveni-glass,triveni-glass-764
UT,UT,766,ut,ut-766
PUNJABWOOL,Punjab Woolcomb.,767,punjab-woolcomb,punjab-woolcomb-767
BINNY,Binny,768,binny,binny-768
COCHINMALABAR,Cochin Malabar,769,cochin-malabar,cochin-malabar-769
PKTEA,Peria Kara. Tea,770,peria-kara-tea,peria-kara-tea-770
SAKHTISUG,Sakthi Sugars,771,sakthi-sugars,sakthi-sugars-771
TTKHLTCARE,TTK Healthcare,780,ttk-healthcare,ttk-healthcare-780
AMRITCORP,Amrit Corp,781,amrit-corp,amrit-corp-781
LUMAXIND,Lumax Inds.,782,lumax-inds,lumax-inds-782
PARRYAGRO,Murugappa Holdin,785,murugappa-holdin,murugappa-holdin-785
SHRVINDPPR,Sh. Vindhya Pap.,792,sh-vindhya-pap,sh-vindhya-pap-792
INTLDATAMGT,Intl. Data Mgt.,793,intl-data-mgt,intl-data-mgt-793
GOVINRUBER,Govind Rubber,795,govind-rubber,govind-rubber-795
GUJHOTELS,Guj. Hotels,797,guj-hotels,guj-hotels-797
VARUNSHIP,Varun Ship. Co.,798,varun-ship-co,varun-ship-co-798
ADORWELD,Ador Welding,799,ador-welding,ador-welding-799
BAJAJSTEELINDS,Bajaj Steel Inds,800,bajaj-steel-inds,bajaj-steel-inds-800
LEDOTEA,Ledo Tea,801,ledo-tea,ledo-tea-801
ORICONENT,Oricon Enter.,805,oricon-enter,oricon-enter-805
MANGTIMBER,Mangalam Timber,807,mangalam-timber,mangalam-timber-807
SUDARSCHEM,Sudarshan Chem.,808,sudarshan-chem,sudarshan-chem-808
WINDMACHIN,Windsor Machines,809,windsor-machines,windsor-machines-809
UNIENTER,Uniphos Enter.,810,uniphos-enter,uniphos-enter-810
ISPATALLOY,Balasore Alloys,811,balasore-alloys,balasore-alloys-811
BA,B & A,814,b-a,b-a-814
DRREDDY,Dr Reddy's Labs,815,dr-reddy-s-labs,dr-reddy-s-labs-815
KHODAYINDIA,Khoday India,818,khoday-india,khoday-india-818
ACROWINDIA,Acrow India,819,acrow-india,acrow-india-819
UVSL,Uttam Value Ste.,820,uttam-value-ste,uttam-value-ste-820
HEBLUGGAGEINDL,HEB Luggage Indl,822,heb-luggage-indl,heb-luggage-indl-822
AUSTINENGGCO,Austin Engg Co,823,austin-engg-co,austin-engg-co-823
GEORGFISCH,Disa India,824,disa-india,disa-india-824
BSL,BSL,825,bsl,bsl-825
RISHIPACK,Rishi Tech.,829,rishi-tech,rishi-tech-829
RAJASPETRO,Rajas. Petro Syn,830,rajas-petro-syn,rajas-petro-syn-830
REGENCERAM,Regency Ceramics,831,regency-ceramics,regency-ceramics-831
EVERGREENTEX,Evergreen Tex.,833,evergreen-tex,evergreen-tex-833
CONTNLCONS,Cont. Construct.,834,cont-construct,cont-construct-834
XLOMACHINETOOL,XLO-Machine Tool,837,xlo-machine-tool,xlo-machine-tool-837
IFBAGRO,IFB Agro Inds.,840,ifb-agro-inds,ifb-agro-inds-840
ADHUNIKSYNTH,Adhunik Synth.,841,adhunik-synth,adhunik-synth-841
HIMATSEIDE,Himatsing. Seide,842,himatsing-seide,himatsing-seide-842
RAMAPETRO,Rama Petrochem,843,rama-petrochem,rama-petrochem-843
PARASIND,Parasram. Inds,847,parasram-inds,parasram-inds-847
TNPETRO,T N Petro Prod.,848,t-n-petro-prod,t-n-petro-prod-848
COSMOFERRITES,Cosmo Ferrites,850,cosmo-ferrites,cosmo-ferrites-850
FUTURISTICSEC,Futuristic Sec.,854,futuristic-sec,futuristic-sec-854
SREERAYALK,TGV Sraac,857,tgv-sraac,tgv-sraac-857
PARAMOUNTCOSMET,Paramount Cosmet,860,paramount-cosmet,paramount-cosmet-860
INEOSSTYRO,INEOS Styrolut.,866,ineos-styrolut,ineos-styrolut-866
BHARATAGRI,Bharat Agri,872,bharat-agri,bharat-agri-872
BOMBAYCYCLE,Bombay Cycle,874,bombay-cycle,bombay-cycle-874
CELLULOSEPRODS,Cellulose Prods,876,cellulose-prods,cellulose-prods-876
CJGELATINE,C J Gelatine,878,c-j-gelatine,c-j-gelatine-878
EASTERNCIRCUITS,Eastern Circuits,883,eastern-circuits,eastern-circuits-883
EMAINDIA,EMA India,884,ema-india,ema-india-884
GMMPFAUDLR,GMM Pfaudler,888,gmm-pfaudler,gmm-pfaudler-888
JLMORISONI,J L Morison(I),890,j-l-morison-i,j-l-morison-i-890
FLUIDOMAT,Fluidomat,892,fluidomat,fluidomat-892
FOMENTORESORTS,Fomento Resorts,893,fomento-resorts,fomento-resorts-893
GANDHITUBE,Gandhi Spl. Tube,897,gandhi-spl-tube,gandhi-spl-tube-897
GONTERPEIP,Gontermann Peip,900,gontermann-peip,gontermann-peip-900
GOVINDPOYOXYG,Govind Poy Oxyg,901,govind-poy-oxyg,govind-poy-oxyg-901
GUJCHEMDISTILL,Gujchem Distill,903,gujchem-distill,gujchem-distill-903
HARSHVARCHEM,Harshvar Chem.,904,harshvar-chem,harshvar-chem-904
HINDEVERTOOLS,Hind.Ever.Tools,906,hind-ever-tools,hind-ever-tools-906
IST,IST,913,ist,ist-913
JINDALHOTELS,Jindal Hotels,915,jindal-hotels,jindal-hotels-915
KAIRACAN,Kaira Can,918,kaira-can,kaira-can-918
KANPURPLASTIPA,Kanpur Plastipa.,919,kanpur-plastipa,kanpur-plastipa-919
KEMPCO,Kemp & Co.,921,kemp-co,kemp-co-921
KESARENT,Kesar Enterprise,922,kesar-enterprise,kesar-enterprise-922
MIVENMACHTOOL,Miven Mach. Tool,925,miven-mach-tool,miven-mach-tool-925
LIMECHEMICALS,Lime Chemicals,926,lime-chemicals,lime-chemicals-926
TWILITAKA,Twilight Litaka,927,twilight-litaka,twilight-litaka-927
MACCHARLESI,Mac Charles(I),929,mac-charles-i,mac-charles-i-929
MADRASPETROCHEM,Madras Petrochem,930,madras-petrochem,madras-petrochem-930
VTL,Vardhman Textile,932,vardhman-textile,vardhman-textile-932
METALPIPE,Metalman Inds.,936,metalman-inds,metalman-inds-936
MONTARIND,Montari Inds.,939,montari-inds,montari-inds-939
MUNJALSHOW,Munjal Showa,941,munjal-showa,munjal-showa-941
NAHARSPING,Nahar Spinning,942,nahar-spinning,nahar-spinning-942
INTEGRAENGG,Integra Engg.,946,integra-engg,integra-engg-946
PLANTERSPOLY,Planter's Poly,950,planter-s-poly,planter-s-poly-950
PUNSUMI,Punsumi India,953,punsumi-india,punsumi-india-953
FIBERWEBINDIA,Fiberweb (India),954,fiberweb-india,fiberweb-india-954
RAIN,Rain Industries,955,rain-industries,rain-industries-955
REMIEDELSTAHL,Remi Edelstahl,956,remi-edelstahl,remi-edelstahl-956
RAJKAMALSYNTH,Rajkamal Synth.,957,rajkamal-synth,rajkamal-synth-957
RAVALSUGAR,Ravalgaon Sugar,960,ravalgaon-sugar,ravalgaon-sugar-960
RICHSILK,Richimen Silks,961,richimen-silks,richimen-silks-961
SAKTHIFIN,Sakthi Finance,964,sakthi-finance,sakthi-finance-964
JINDALSAW,Jindal Saw,965,jindal-saw,jindal-saw-965
SHAHFOODS,Shah Foods,967,shah-foods,shah-foods-967
SHANTIGEAR,Shanthi Gears,968,shanthi-gears,shanthi-gears-968
SHIVASUITINGS,Shiva Suitings,969,shiva-suitings,shiva-suitings-969
SHRERAJSYN,Sh. Rajas. Synt.,971,sh-rajas-synt,sh-rajas-synt-971
SHRUTISYNTHETIC,Shruti Synthetic,972,shruti-synthetic,shruti-synthetic-972
STINDIA,STI India,974,sti-india,sti-india-974
SUCHITRATELET,Suchitra Telet.,975,suchitra-telet,suchitra-telet-975
WINSOMEDJ,Winsome Diamonds,976,winsome-diamonds,winsome-diamonds-976
SURGIPLAST,Surgiplast,977,surgiplast,surgiplast-977
SWIL,Jhagadia Co,978,jhagadia-co,jhagadia-co-978
TAINWALCHM,Tainwala Chem.,979,tainwala-chem,tainwala-chem-979
MANGALCREDIT,Mangal Credit,980,mangal-credit,mangal-credit-980
VHL,Vardhman Hold.,983,vardhman-hold,vardhman-hold-983
UNITECH,Unitech,986,unitech,unitech-986
UNIVERSALPRAL,Universal Pr. Al,987,universal-pr-al,universal-pr-al-987
BANCOINDIA,Banco Products,991,banco-products,banco-products-991
NATNLSTEEL,Natl. Steel&Agro,992,natl-steel-agro,natl-steel-agro-992
HINDFLUOROCARB,Hind.Fluoro Carb,994,hind-fluoro-carb,hind-fluoro-carb-994
ADDIINDS,Addi Inds.,996,addi-inds,addi-inds-996
LOYALTEXTILE,Loyal Textile,997,loyal-textile,loyal-textile-997
SAGCEM,Sagar Cements,1000,sagar-cements,sagar-cements-1000
MAEGAWARECOMP,Maegaware Comp.,1001,maegaware-comp,maegaware-comp-1001
BLUECHIPTEXIND,Bluechip Tex Ind,1003,bluechip-tex-ind,bluechip-tex-ind-1003
THAPARAGRO,Thapar Agro Mill,1004,thapar-agro-mill,thapar-agro-mill-1004
NOBLEEXPLOCHEM,Noble Explochem,1006,noble-explochem,noble-explochem-1006
TIRUPATIINDS,Tirupati Inds.,1011,tirupati-inds,tirupati-inds-1011
DEWANRUB,Dewan Rubber,1012,dewan-rubber,dewan-rubber-1012
TITAN,Titan Company,1016,titan-company,titan-company-1016
TNINDLEXPLO,T N Indl. Explo.,1017,t-n-indl-explo,t-n-indl-explo-1017
HCL-INSYS,HCL Infosystems,1019,hcl-infosystems,hcl-infosystems-1019
INDOJAPANPHOTO,Indo Japan Photo,1020,indo-japan-photo,indo-japan-photo-1020
GARDENSILK,Garden Silk Mill,1022,garden-silk-mill,garden-silk-mill-1022
VENLONPOLY,Venlon Ent,1023,venlon-ent,venlon-ent-1023
ASAHIINDIA,Asahi India Glas,1024,asahi-india-glas,asahi-india-glas-1024
GHCL,GHCL,1026,ghcl,ghcl-1026
HONDAPOWER,Honda Siel Power,1028,honda-siel-power,honda-siel-power-1028
AUTOCOMPSINDIA,Autocomps India,1031,autocomps-india,autocomps-india-1031
MORGANITECRUCIB,Morganite Crucib,1034,morganite-crucib,morganite-crucib-1034
NICCO,Nicco Corpn.,1035,nicco-corpn,nicco-corpn-1035
APLAB,Aplab,1036,aplab,aplab-1036
PCSTECHNOLOGY,PCS Technology,1041,pcs-technology,pcs-technology-1041
MHMILLSINDS,MH Mills & Inds,1042,mh-mills-inds,mh-mills-inds-1042
PETPLASTICS,Pet Plastics,1043,pet-plastics,pet-plastics-1043
ATVPROJ,ATV Projects,1044,atv-projects,atv-projects-1044
SIPINDS,SIP Inds.,1045,sip-inds,sip-inds-1045
QUALITRONCOMP,Qualitron Comp.,1046,qualitron-comp,qualitron-comp-1046
RMISTEELS,RMI Steels,1048,rmi-steels,rmi-steels-1048
CARONA,Carona,1049,carona,carona-1049
PBMPOLYTEX,PBM Polytex,1050,pbm-polytex,pbm-polytex-1050
VISAKAIND,Visaka Inds.,1052,visaka-inds,visaka-inds-1052
JTEKTINDIA,JTEKT India,1054,jtekt-india,jtekt-india-1054
PANTHERINDLPR,Panther Indl. Pr,1055,panther-indl-pr,panther-indl-pr-1055
POLYPLEX,Polyplex Corpn,1056,polyplex-corpn,polyplex-corpn-1056
UTTAMSTL,Uttam Galva,1057,uttam-galva,uttam-galva-1057
ESTER,Ester Inds.,1058,ester-inds,ester-inds-1058
HNDFDS,Hind.Foods,1059,hind-foods,hind-foods-1059
JCTEL,JCT Electronics,1062,jct-electronics,jct-electronics-1062
SUNFLAG,Sunflag Iron,1065,sunflag-iron,sunflag-iron-1065
MURUDCERA,Murudesh Ceramic,1066,murudesh-ceramic,murudesh-ceramic-1066
BPLDISPLAYDEV,BPL Display Dev,1069,bpl-display-dev,bpl-display-dev-1069
KIRLOSIND,Kirloskar Indus.,1071,kirloskar-indus,kirloskar-indus-1071
MBM,MBM,1073,mbm,mbm-1073
GSCLCEMENT,Guj. Sidhee Cem.,1074,guj-sidhee-cem,guj-sidhee-cem-1074
MUNJALAU,Munjal Auto Inds,1075,munjal-auto-inds,munjal-auto-inds-1075
USHAMART,Usha Martin,1076,usha-martin,usha-martin-1076
AGCNET,AGC Networks,1079,agc-networks,agc-networks-1079
CLASSIC,Classic Diamonds,1082,classic-diamonds,classic-diamonds-1082
SAMTEL,Samtel Color,1083,samtel-color,samtel-color-1083
TELEPHNCAB,Telephone Cables,1085,telephone-cables,telephone-cables-1085
RAPICUTCARBIDES,Rapicut Carbides,1086,rapicut-carbides,rapicut-carbides-1086
GANESHBENZ,Ganesh Benzopl.,1088,ganesh-benzopl,ganesh-benzopl-1088
UNITELCOMMUN,Unitel Commun.,1089,unitel-commun,unitel-commun-1089
STANROSEMAFAT,Stanrose Mafat.,1092,stanrose-mafat,stanrose-mafat-1092
ABAN,Aban Offshore,1093,aban-offshore,aban-offshore-1093
EIHAHOTELS,EIH Assoc.Hotels,1095,eih-assoc-hotels,eih-assoc-hotels-1095
KOKUYOCMLN,Kokuyo Camlin,1097,kokuyo-camlin,kokuyo-camlin-1097
ASHNOORTEXTILE,Ashnoor Textile,1099,ashnoor-textile,ashnoor-textile-1099
ABCGASINT,ABC Gas (Int.),1101,abc-gas-int,abc-gas-int-1101
HITECHGEAR,The Hi-Tech Gear,1102,the-hi-tech-gear,the-hi-tech-gear-1102
SERENDYSTF,Serene Inds.,1103,serene-inds,serene-inds-1103
INDIAGLYCO,India Glycols,1105,india-glycols,india-glycols-1105
PAPERPROD,Huhtamaki PPL,1106,huhtamaki-ppl,huhtamaki-ppl-1106
SPICELEC,Spel Semiconduct,1113,spel-semiconduct,spel-semiconduct-1113
ZENITHCOMP,Zenith Computers,1114,zenith-computers,zenith-computers-1114
PENIND,Pennar Inds.,1119,pennar-inds,pennar-inds-1119
SUBROS,Subros,1121,subros,subros-1121
JISLJALEQS,Jain Irrigation,1127,jain-irrigation,jain-irrigation-1127
GFLLIMITED,GFL,1128,gfl,gfl-1128
KAJARIACER,Kajaria Ceramics,1129,kajaria-ceramics,kajaria-ceramics-1129
HONAUT,Honeywell Auto,1131,honeywell-auto,honeywell-auto-1131
DEEPAKSPIN,Deepak Spinners,1132,deepak-spinners,deepak-spinners-1132
KERASINTER,Kera Sinter,1133,kera-sinter,kera-sinter-1133
UNITYSTEELS,Unity Steels,1135,unity-steels,unity-steels-1135
KILBURNOFFAUT,Kilburn Off. Aut,1136,kilburn-off-aut,kilburn-off-aut-1136
LATIMMETALI,La Tim Metal & I,1137,la-tim-metal-i,la-tim-metal-i-1137
BHARATSEATS,Bharat Seats,1138,bharat-seats,bharat-seats-1138
SARDAEN,Sarda Energy,1140,sarda-energy,sarda-energy-1140
GSL,GSL (India),1141,gsl-india,gsl-india-1141
SRMENER,SRM Ener,1142,srm-ener,srm-ener-1142
SPARREQUIPMENTS,Sparr Equipments,1143,sparr-equipments,sparr-equipments-1143
SONUSYNTHETICS,Sonu Synthetics,1144,sonu-synthetics,sonu-synthetics-1144
PRESTIGEHMPOLY,Prestige HM-Poly,1146,prestige-hm-poly,prestige-hm-poly-1146
ESABINDIA,Esab India,1147,esab-india,esab-india-1147
JAMNAAUTO,Jamna Auto Inds.,1149,jamna-auto-inds,jamna-auto-inds-1149
JAYBARMARU,Jay Bharat Mar.,1150,jay-bharat-mar,jay-bharat-mar-1150
NATLAUTOACCES,Natl. Auto Acces,1151,natl-auto-acces,natl-auto-acces-1151
MSLIND,MSL Inds.,1153,msl-inds,msl-inds-1153
ADINATHTEXTILES,Adinath Textiles,1154,adinath-textiles,adinath-textiles-1154
CONTPETROLEUMS,Cont. Petroleums,1156,cont-petroleums,cont-petroleums-1156
GUJINJECT,Guj. Inject,1158,guj-inject,guj-inject-1158
ORISSAINDS,Orissa Inds.,1160,orissa-inds,orissa-inds-1160
MONSANTO,Monsanto India,1165,monsanto-india,monsanto-india-1165
VARUNPOLYORG,Varun Poly. Org.,1166,varun-poly-org,varun-poly-org-1166
VALUEIND,Value Industries,1167,value-industries,value-industries-1167
MODIPON,Modipon,1168,modipon,modipon-1168
TELEMATICSSYS,Telematics Sys.,1173,telematics-sys,telematics-sys-1173
WEBELCOMMN,Webel Commn.,1174,webel-commn,webel-commn-1174
UNICORNORGANICS,Unicorn Organics,1176,unicorn-organics,unicorn-organics-1176
SHRENUJ,Shrenuj & Co.,1180,shrenuj-co,shrenuj-co-1180
SIKAINTERPLANT,Sika Interplant,1181,sika-interplant,sika-interplant-1181
SFLINDS,SFL Inds.,1182,sfl-inds,sfl-inds-1182
HARYANALEATHER,Haryana Leather,1183,haryana-leather,haryana-leather-1183
NAHARINDUS,Nahar Indl. Ent.,1186,nahar-indl-ent,nahar-indl-ent-1186
BIHARSPONG,Bihar Sponge,1187,bihar-sponge,bihar-sponge-1187
HFCL,H F C L,1189,h-f-c-l,h-f-c-l-1189
OILCOUNTUB,Oil Country,1190,oil-country,oil-country-1190
CHOKAINTL,Chokhani Intl.,1191,chokhani-intl,chokhani-intl-1191
GUPTASYNTHETICS,Gupta Synthetics,1192,gupta-synthetics,gupta-synthetics-1192
SWEDEITELTR,Swede (I) Teltr.,1193,swede-i-teltr,swede-i-teltr-1193
RACLGEARTECH,RACL Geartech,1194,racl-geartech,racl-geartech-1194
JYOTISTRUC,Jyoti Structures,1196,jyoti-structures,jyoti-structures-1196
SUDALINDS,Sudal Inds.,1197,sudal-inds,sudal-inds-1197
NIWASSPINNING,Niwas Spinning,1198,niwas-spinning,niwas-spinning-1198
ACRYSIL,Acrysil,1200,acrysil,acrysil-1200
NBFOOTWEAR,NB Footwear,1202,nb-footwear,nb-footwear-1202
VEGPROFOOD,Vegepro Foods,1203,vegepro-foods,vegepro-foods-1203
JAYUSHIN,Jay Ushin,1204,jay-ushin,jay-ushin-1204
OSWALSPG,Oswal Spg.& Wvg,1205,oswal-spg-wvg,oswal-spg-wvg-1205
NALCOCHEM,NLC Nalco,1206,nlc-nalco,nlc-nalco-1206
EUROTEXIND,Eurotex Inds.,1208,eurotex-inds,eurotex-inds-1208
DHARNENIND,Dharnendra Inds.,1209,dharnendra-inds,dharnendra-inds-1209
WARTSILA,Wartsila India,1211,wartsila-india,wartsila-india-1211
MACHINOPLASTICS,Machino Plastics,1213,machino-plastics,machino-plastics-1213
BEPL,Bhansali Engg.,1214,bhansali-engg,bhansali-engg-1214
PEARLPOLY,Pearl Polymers,1215,pearl-polymers,pearl-polymers-1215
ARIHANTCOT,Arihant Cotsyn,1219,arihant-cotsyn,arihant-cotsyn-1219
INDORAMA,Indo Rama Synth.,1220,indo-rama-synth,indo-rama-synth-1220
CANFINHOME,Can Fin Homes,1223,can-fin-homes,can-fin-homes-1223
VINYLINDIA,Vinyl Chemicals,1224,vinyl-chemicals,vinyl-chemicals-1224
DHARSUGAR,Dharani Sugars,1225,dharani-sugars,dharani-sugars-1225
GANESHANHY,Futur. Offshore,1226,futur-offshore,futur-offshore-1226
KABRAEXTRU,Kabra Extrusion,1227,kabra-extrusion,kabra-extrusion-1227
SAINTGOBSEKUR,Saint-Gob. Sekur,1228,saint-gob-sekur,saint-gob-sekur-1228
SWITCHINGTECH,Switching Tech.,1229,switching-tech,switching-tech-1229
DRBECK,Elantas Beck,1231,elantas-beck,elantas-beck-1231
RUTTONSHAINTL,Ruttonsha Intl.,1233,ruttonsha-intl,ruttonsha-intl-1233
MAPLECIRCUITS,Maple Circuits,1235,maple-circuits,maple-circuits-1235
JOHNMEYERSGRAN,Johnmeyers Gran,1236,johnmeyers-gran,johnmeyers-gran-1236
SUMEXCHEMICALS,Sumex Chemicals,1239,sumex-chemicals,sumex-chemicals-1239
ESTCSTSTEL,Eastcoast Steel,1240,eastcoast-steel,eastcoast-steel-1240
ELECTROSCANI,Electro Scan (I),1243,electro-scan-i,electro-scan-i-1243
KANAKSTEEL,Kanakdhara Steel,1244,kanakdhara-steel,kanakdhara-steel-1244
PROTCHEMINDSI,Protchem Inds(I),1245,protchem-inds-i,protchem-inds-i-1245
SHREEKRPET,Eskay K`n'IT(I),1247,eskay-k-n-it-i,eskay-k-n-it-i-1247
SUPER,Super Sales Ind.,1248,super-sales-ind,super-sales-ind-1248
VULCANENG,Terruzzi Fercalx,1249,terruzzi-fercalx,terruzzi-fercalx-1249
VENKEYS,Venky's (India),1250,venky-s-india,venky-s-india-1250
FINPIPE,Finolex Inds.,1252,finolex-inds,finolex-inds-1252
ALBERTDAVD,Albert David,1254,albert-david,albert-david-1254
AMTEKAUTO,Amtek Auto,1255,amtek-auto,amtek-auto-1255
SHIVATEX,Shiva Texyarn,1258,shiva-texyarn,shiva-texyarn-1258
ANSALHSG,Ansal Housing,1259,ansal-housing,ansal-housing-1259
APOLLOTUBE,Apollo Tubes,1260,apollo-tubes,apollo-tubes-1260
ASIANBEARING,Asian Bearing,1263,asian-bearing,asian-bearing-1263
BARODAFERRO,Baroda Ferro,1265,baroda-ferro,baroda-ferro-1265
BENARESHOTELS,Benares Hotels,1266,benares-hotels,benares-hotels-1266
BWL,BWL,1268,bwl,bwl-1268
DEWANTYRE,Dewan Tyres,1274,dewan-tyres,dewan-tyres-1274
DYNAMATICFORG,Dynamatic Forg.,1276,dynamatic-forg,dynamatic-forg-1276
EBERSPHARMA,Ebers Pharma.,1277,ebers-pharma,ebers-pharma-1277
FALCONTYRE,Falcon Tyres,1279,falcon-tyres,falcon-tyres-1279
GUJREFRACTOR,Guj. Refractor.,1285,guj-refractor,guj-refractor-1285
HARDCASTWAUD,Hardcast.& Waud,1286,hardcast-waud,hardcast-waud-1286
HINDSYNTEX,Hind Syntex,1287,hind-syntex,hind-syntex-1287
JALPACINDIA,Jalpac India,1288,jalpac-india,jalpac-india-1288
JAYBHARATFABRIC,Jaybharat Fabric,1289,jaybharat-fabric,jaybharat-fabric-1289
JINDRILL,Jindal Drilling,1291,jindal-drilling,jindal-drilling-1291
JOLLYPLASTIC,Jolly Plastic,1292,jolly-plastic,jolly-plastic-1292
JOSTSENGGCO,Josts Engg. Co.,1293,josts-engg-co,josts-engg-co-1293
KEYCORP,Key Corp,1295,key-corp,key-corp-1295
KKFINCORP,K K Fincorp,1300,k-k-fincorp,k-k-fincorp-1300
LDTEXT,L D Textile Inds,1301,l-d-textile-inds,l-d-textile-inds-1301
LINEARINDS,Linear Inds,1303,linear-inds,linear-inds-1303
MPAGROINDS,M P Agro Inds.,1304,m-p-agro-inds,m-p-agro-inds-1304
LLOYDFIN,Lloyds Finance,1305,lloyds-finance,lloyds-finance-1305
MCS,MCS,1307,mcs,mcs-1307
MODRNSYNTX,Modern Syntex,1310,modern-syntex,modern-syntex-1310
MOSERBAER,Moser Baer (I),1313,moser-baer-i,moser-baer-i-1313
MOTHERCAREINDIA,Mothercare(India,1314,mothercare-india,mothercare-india-1314
NATLSWITCHGEAR,Natl. Switchgear,1315,natl-switchgear,natl-switchgear-1315
